name,content,stars,upvote,time,location
馆馆,平时对彭昱畅嘲归嘲，侃归侃，但演技这一块真的没话说！吕途这个角色其实挺难演的，演过头就会显得太刻意油腻，演得太保守就会显得太空洞呆板，但彭彭把这个角色演得很动人也很有层次。前半段频繁的“奥利给”换其他人说或许都像笑话，但他就能喊出点糟烂人生里坚韧执拗的感动劲儿。尤其天台看日出那一幕，真的梦回《大象》，好一张平静且悲哀的脸，感觉这个哥都快碎了！李庚希这次演得也和她之前几个角色有很强的反差感！这俩人真的越嗑越有，越看越像！,4,15,2024/3/22,江苏
JoeyLu陆柏宇,虽然还是老套路，但结局跟我想的不一样,3,1,2024/2/10,江苏
福雷斯特冈普,5.7.韩延这种偷懒的创作方式真的可以停一停了，目测春节档第一炮灰。没有了《滚蛋吧！肿瘤君》的古怪精灵、《送你一朵小红花》的青春懵懂、《我爱你！》的浪漫至死，这部《摇太阳》就是一部韩延式绝症题材流水线上的残次品。“没头脑和不高兴”的人物组合、大起大落的情感转折、模板化的剧作、MV式快剪、边角料级别的笑点、煽情配乐卖惨、各路明星客串，几乎集齐了这类电影一切的惯用元素，然而技法的娴熟却越发无法调动观众的情绪。两位主演的表演还算差强人意，不过也没有跳出各自的舒适圈。韩导演还是赶紧换条路走吧，拍个《动物世界2》啥的，至少拍几部有创意、有突破的商业片。,2,15,2024/2/11,河北
_,"最突出的是两位主演的表演（有几场戏特别打动人）至于感情发展，不管是跟踪尾随，强行住家里，还是后面女生“被感动”产生“爱情”“付出”都是现实恐怖片，对男主邋遢卫生习惯差，经常做出一些类似骚扰举动的人物设定非常迷惑。台词不行，网络用语多次出戏，有些则毫无必要（体位、开车、说女性年龄）亮点有（外星人、小鸟监视器、杯中太阳倒影、车窗上移动的光斑似太阳）但有限也难掩剧本以及拍摄上的问题。
最后，任何影视剧里频繁撩头发的动作都很多余很影响观感，公共场合不要大音量外放。",2,9,2024/3/24,浙江
海咲野心,7.2。有《送你一朵小红花》的影子，但比它那种悬浮的剧情来说要真诚很多，尽管这个档期对它来说生不逢时…,3,3,2024/2/12,浙江
Alice,我果然不是这类电影的受众,3,1,2024/4/7,河北
filmino,"“我们一起摇啊摇太阳，不要错过那好时光。”韩延“生命三部曲”终章，也是最成熟、最完善的一部。在经历两部的打磨后，韩延已经掌握了将苦难置于银幕上的最佳展现方式，乐观面对苦难，向死而生，精准把控了观众的泪点，直击人心。无论是苦痛还是爱情，都达到了新的层次。相比前两部白百何和刘浩存的精致扮相，素颜的李庚希显得尤为真实。而彭昱畅真应该远离综艺潜心演戏，你值得更多好剧本。
生命系列总算结束，我有些好奇远离绝症话题的韩延会是什么样子。",4,5,2024/3/24,四川
陈好康,🙄️什么脏东西？！对不起，刚说今年春节档希望可以少翻点白眼，但是真的很难做到。彭昱畅和李庚希甚至父母演员都是好演员，但是老黄男又在这里整这些“我很丑但是我很温柔”，看似欢喜冤家没头脑不高兴，实则尾随跟踪偷拍性骚扰一条龙的戏码，甚至又看了一遍《宇宙探索编辑部》的民科浪漫哲学（是的我就是少数讨厌《宇探》的观众），我呸！不要再用这样的人物塑造给纯爱故事起头了行不行，我就说行不行？！是因为国人都在默认男性只要“本性不坏”，什么样的行为都可以被理解、被接受，甚至被美化、被爱吗？创作者总是喜欢用喜剧化技法把真正的危机消解，同时将苦难仅诉诸于命运无情的眼泪，啧，真的好廉价。🙄️,1,26,2024/2/11,福建
一匹马赛克,看哭了好几次，这次拍得真不错。韩延一改之前作品里的悬浮尴尬以及公益广告式拍法的煽情，张弛有度，节制有层次，一气呵成，成熟了不少。李庚希和彭昱畅这次也发挥得太棒了，两个人奉献了目前职业生涯里最好的一次边表演，尤其是李庚希。看得很沉浸，故事紧紧围绕两个人的感情关系贯穿，没有废笔，没有滥情。李庚希的松弛自然让故事的真实可信，彭昱畅的笨拙喜感给故事定下了活力基调。这次真挺不错，希望各位创作者们都有奖项收获。在春节档上映挺吃亏的，改档希望有更多人可以看到这部佳片。,4,5,2024/2/15,吉林
文连殳,《我们一起奥利给》😅😅,1,55,2024/2/10,贵州
半掩门儿的~,两个半条命的人，加在一起就是一辈子啦,5,2,2024/2/11,重庆
枨不戒,凌敏原本是为了求生，却意外求到了真爱；吕途以为自己没了再来一瓶的机会，命运却给了他与病魔死磕的理由。三亿分之一的几率没有让他们遇见外星人，却让没头脑在撤回的微信群消息里找到了不高兴，也许他们没有天长地久，但我相信他们的彼此拥有，足以让他们战胜了人生里的阴雨天。,5,7,2024/3/23,四川
kylegun,原来是用居家自制红岸基地将意念传送到宇宙去“摇太阳”啊，三体人答应你了吗？宇宙编辑部版肿瘤君，或者说，是以二三线城市打工人的东亚神秘学阴谋论抖音快手审美，取代了肿瘤君里一线城市白领的迷影死宅二次元审美。尴尬处要远多于感动处，但两演员对着许多扯蛋情节愣是演出了可爱自然的真实感。韩延用几部片子，也算竖起了中式绝症爱情片的标杆，至少比同样狗血煽情的日韩类型片要更有市井气一些？国产电影例牌加多一星,5,1,2024/4/11,北京
墨镜一戴都不爱,别对韩延这样的导演宽容，这种人多了中国电影更平庸,1,27,2024/2/12,四川
Josephine,感情分多给一星，比小红花好太多了，主要因为演的好，小红花让我触动的表演只有高亚麟，这部高亚麟冲到阳台那一幕之前已经被触动无数回了。李庚希这个角色人设更真实，绝症患者也是人，会有普通人的也有的愤怒和隐忍。彭彭真棒，用演技提高颜值的男演员🐶,5,14,2024/4/12,北京
Prometheus,3.5/5，原型故事的发生地在西安，韩延你搬到长沙是个什么鬼，西安文旅都不知道跟跟这种case吗？电影算是韩延稳定的发挥吧，没有我爱你那种上价值的突兀，患癌病人的日常都有很细致的刻画，癌症+纯爱，李庚希彭昱畅徐帆的发挥都挺好～～～,3,4,2024/2/10,陕西
李小丢,韩延导演的“生命三部曲”终章，拍摄的技巧更为成熟，抒发的感情更为纯挚动人。两个身患重症的年轻人因为一个多少有点荒谬的“考验”相遇，却温暖了彼此的人生，让他们迸发出了好好活下去的动力。这部电影最大的意义，是澄清了一种误解，有太多人认为，生病的人一定过得很丧，孱弱且悲情。对那些努力对世界笑出来的，保持乐观和体面的病人，人们往往充满了怀疑。而片中吕途和凌敏的经历告诉我们，当一个人知道他的生命在倒计时的时候，他会比任何人更热爱这个世界，他们会抛开一切顾虑撒欢地活，不浪费每一个还能去看去感受这个世界的机会。李庚希还是更适合演电影，演活了倔强的充满了生命力的女孩子。,4,7,2024/2/10,辽宁
刘小黛,彭昱畅和李庚希两个演得真挺好，只是和小红花肿瘤君太类似，没有太多惊喜和触动。徐帆的母亲表演真是太高级，贺岁档里排这样的题材有点吃亏吧。,3,5,2024/2/10,江苏
哥特豆渣,一人哭完另一个哭，又哭又笑之后两人一起哭…是最下乘的，自作聪明的编剧电影，甚至无法被称为电影，只能算是由一套早已过时的剧作技法伪装成电影的巨型tvc，蒙太奇作为唯一的填充质在不停煽动着：“你们这些得了玉玉症的千禧年巨婴们再给传统婚姻一次机会吧！”,1,18,2024/2/16,湖南
搬砖侠,不出意外的话，应该是今年最动人的爱情电影。细腻的情感描摹和现实主义视角一直是导演韩延的拿手好戏，作为“生命三部曲”的终章，可以明显看出导演技法上的成熟。围绕两位重症患者互相治愈互相救赎的爱情展开，这样的题材很容易拍得过于沉重，导演韩延却用最平实的叙事拍出了润物无声式的感动，故事中还插入了不少轻松诙谐的情节，整部电影笑泪交加，凌敏和吕途超越生死的爱情让人感动，身为重症患者身上却洋溢着蓬勃的生命力，“太阳”是希望的化身，“摇太阳”象征着他们对生的渴望，两人在一起就是照亮温暖彼此的太阳。彭昱畅和李庚希的演技非常加分，两人之间的互动很有化学反应，素颜出镜特写镜头怼脸直拍之下表演松弛自然，两人真挚热烈的表演，带给这个故事触动人心的力量。,4,3,2024/2/12,江苏
山微漾,自从我妈得了乳腺癌+去年我在医院住院做了一个小手术，对于这类题材的感触就大不一样。流量演员全程素颜也是少见，感觉都不算素颜，而是病容特效化妆。生老病死，每个人都会经历，每个家庭都有人正在经历，这个电影虽然调档，但成绩一定比《红毯先生》强。,4,3,2024/3/24,北京
Jo_飛,很用力在煽情。彭昱畅还是可爱的，他有张橡皮脸伸缩自如能哭能笑而且是真的很有感染力，徐帆老师用武汉味湖南话贡献了全片最动人的一段表演。喜欢里面对于人生剧本的表述，抽到了烂片很可能也是自己选择过的，不妨接着往下演演看。,3,6,2024/2/10,湖北
柠檬草,年度最差……套路化公式电影……尬死我了……尬的我在影院里都不敢直视屏幕～真的搞不懂这评分～,2,13,2024/3/23,北京
大上海红牡丹,这个故事春节档是极为不适的，观感上本能心里排斥，拍的也极为尴尬，好难看。,1,86,2024/2/10,北京
小南不难,为什么人生不能跟电影一样停在没有终点的地方,4,9,2024/4/9,浙江
翻滚吧！蛋堡,“生命三部曲”最佳，用浪漫轻盈的方式描摹两个重症病人间的爱情。与那种真实的疼痛感相伴的，是全片蓬勃迸发向阳而生的生命力。即便被命运暴击，也可以仰望星空，拥抱爱情。或许从来都不存在再来一瓶的人生，但永远不要丢掉摇太阳的勇气。,4,4,2024/2/10,陕西
放开那个浪味仙,比较庆幸的是，没有一惨到底… 但刻意的地方还是太多了，情节切割成段落告诉观众哪里该哭哪里该笑，所以让我对于男女主的情感变化始终没什么代入感。最后要说的是，健康真的很重要。,3,1,2024/3/30,北京
有心打扰,两个主角演绎出色，加分；呈现的治疗场景很真，能刺激到观众，但剧情真的很假，看着些许煎熬。,2,5,2024/3/23,福建
叶酱,疾病的同病相怜，是唯一不想看到的关于这段爱情的巧合。但缘分常常是不讲道理的，如果一切都是天注定，不如笑对今天，期待明天。,4,3,2024/3/23,广东
姜乌归,韩延最佳备选。彭昱畅>易烊千玺，李庚希>>刘浩存,3,2,2024/3/22,广东
张腾森,“只要意念不倒，太阳早晚有一天会被摇醒的”，这是一场因疾病而产生的爱情，也是两个普通人之间细碎的、动人的爱情，从吕途和凌敏相处的点点滴滴中，充分感受到了对生活的热爱和对生命的渴望，大街小巷里遍是人生百态，尝遍酸甜苦辣才算不虚此生，只有坦然接受人生的不完美，然后在不完美的人生里去创造和追求自己想要的东西，才能静待生命照进阳光，迎接未来的春天，感受到原来活着是如此的美好,4,3,2024/3/24,浙江
芝士汉堡.,【3.0】虽然对焦于青年癌症加爱情的路数都千篇一律了无新意，但这次无功无过的剧作基础上情绪与伤痛的拿捏自然又戳心，两个小演员都演活了角色被其牵动感怀，只可惜给予的空间有限呈现的力度被大大削减，看破碎生活破蛹的生命力，看绝望阴霾不落的太阳余晖，所谓救赎不是为你而死，而是为你而活……,3,1,2024/2/15,河南
Parallax...,以死的可怖来映衬生的不易、坚持与坚韧，将疾病与死亡这些人们通常在生活中不愿面对和规避的问题拉到面前，迫使人们进入到一个生死边缘的情境之中，不断的去思考生与死和存在(being)等一系列的问题，而后再通过这样一种痛苦但却乐观的现实主义的故事，来引导人们反观自身的生活，及其对生活的态度。,3,2,2024/2/15,北京
猴头虫,让人跟着哭了好几场的情人节专属电影。面对生活的无奈与无助，爱情的力量无敌强大！可以战胜一切我们不愿或无法面对的现实！可以让两个人一起乐观的战斗下去！另外，男主真的又傻又呆又自带光芒！和通俗定义的高富帅不沾边也才特别真，也特别可爱。最后，看完片子会有一种后劲，就是觉得人生苦短，要抓住每一次的开心，好好珍惜和尽情的享受我们所拥有的！,5,6,2024/2/10,上海
bird,吕途的生日怎么会和我一模一样！~,4,2,2024/3/25,贵州
偷笔,我觉得这部影片最打动我的一点，是对于“爱情”的本质释义，无论是健康，还是疾病，做到陪伴、鼓励、支持、坚守，在伟大的意念面前，何惧病魔？,5,5,2024/2/16,广东
易老邪,缘起一场你死我活的约定，成就一段生死相依的爱情故事。影片部分取材于真实生活报道，内容极富戏剧性，同时情感又真挚动人，可见现实生活才是最好的编剧。男女主演彭昱畅和李庚希的表演也真实可感不矫作，值得称赞。一个好故事，两个好演员，足以撑起一部好电影。生活很艰辛，生命很脆弱，让我们一起摇太阳，加油，奥利给！,4,1,2024/3/24,山东
haytenkm,扰乱市场，吃相难看,1,6,2024/3/26,江苏
银谷,好看好看！超出预期！泪点很多，之前以为自己对这种题材肯定免疫了，但依旧被影片中自然，饱满，真实的细节所感动到，看着看着忍不住就哭了！平凡人的生命之歌！演员选的很好，彭彭和李庚希都表现出了对命运不服输的那股倔劲，结局也很满意！,5,4,2024/3/23,上海
付突突,我没想到这么好哭啊,4,2,2024/3/23,上海
小镇鹿人,五星给彭彭的演技,5,10,2024/3/30,山西
怪盗的尾巴,其实，那天早上没有看到的太阳，你们早就摇到了，是他更新的摩斯密码，是睡觉流口水的特异功能，是玻璃杯里悠长放大的回声，是“头名状”上的两指手印，是互相嘶吼的碰头暗号，是花钱造假的再来一瓶，是公交车上的“我们结婚吧”～是啊，这样烂的人生剧本怎么可能是自己选的，但别急啊，你往后再翻一页。从这场婚姻交易开始，这荒诞又糟糕的前半生，或许要结束……,5,15,2024/2/10,湖南
NJ安可,韩延生命三部曲的最终章，也是生活感最强，情绪更细腻的一部。从演员邋遢的病态妆容入手，到真实粗粝的影像风格呈现，彭昱畅和李庚希很好的诠释了重症症患者平凡又努力的普通人形象。尤其是李庚希，太让人心疼了，对生命的倔强，一个人独自承担的勇敢。韩延太会处理这种温暖现实题材了，先用幽默诙谐拔高气氛，最后将人抛进泪海里。,4,12,2024/3/22,山东
托尼·王大拿,韩延的新作较之前两部着实进步巨大，依旧格式化的框架下填充了大量高效的装饰：对医疗与躯体的细致描绘切实地展示了苦难的根基，而非曾经那种单向的倾泻式叙述；生活中丰沛的细节亦让勇气与乐观不再是无源之水，点滴汇聚的情感终于化作突破闸门的奔流。,4,6,2024/4/10,黑龙江
只剩沉默,今年春节档电影几匹黑马正在奔驰而来，可是却被几个陷阱玩小聪明给困住了？映入眼帘的首评价就是2星，3星，我一看那个打2分的豆瓣主页，他给国产电影，国产电视剧全部给打了低分，甚至连今年最爆火的年会不能停也逃不过被批判，敢问这群人的目的是什么呢？是对中国电影一直不看好？还是你没有用心去观看？,4,7,2024/2/11,重庆
小岩井,"好电影，温馨的悲伤，哀而不怨。
人在面对绝望的时候越开朗其实越残忍。
万一我的剧本没有下一页呢？
你不去翻怎么知道呢，我们只能活在这一页，把握这一页。
李庚希身上有股蒲公英般飘曳而坚韧的生命力，彭昱畅就像芒草般生长不息。",5,6,2024/3/25,浙江
noct,3.5，参加提前看片看的，比贴片广告要好看，报警那段拿来贴片不太有吸引力，以至于在看其他影片时看到这个广告完全没被勾起兴趣，预告片里狂喊奥利给又有一种在玩网络过期梗的感觉，其实正片没那么出戏。然后我还在这个片子里各种幻视幻听😂一个西装男像邓超，男主妈像徐帆，女主前男友像郑允浩，男主说长沙话那个声音和调调像张艺兴😂派出所似乎跟三大队同一个取景地，都是巷子里的派出所出口有条斑马线。男主开头跟踪偷窥的行为有些不适，感觉这里用力过猛了，煽情的部分还可以。ps在梅西塌房之际看到梅西进七百个球那句台词没绷住,3,2,2024/2/10,安徽
少年面条,韩延生命三部曲虽然更喜欢白姐的肿瘤君，但不得不说这部是经过前几部的打磨后变得最工整的集大成之作。联瑞要背定档的大锅，怎么也想不通定春节的底气是什么。国人图吉利年初一是绝不去看这类题材的，对观众而言这仅仅是一部电影罢了。春节就是阖家欢，过节图个热闹，不满足这些条件的甚至有让大家觉得晦气的不管你结局如何进场了也可以离场去打牌喝酒吃饭，可惜了几位演员们的努力出演，希望330重新上的时候好好做做宣发吧。,4,3,2024/2/15,北京
Bob,脑瘤患者 追着 肾透析患者 要给她捐肾 ？得了脑瘤搬家扛大包力气比我还大？ 方法上有个特奇怪的地方 前两部我们是被带入了一个主观幻想 这一部我们纯客观地看着,2,7,2024/2/13,广东
二三流,2024年的第一部电影，在搞笑的同时也收获了一份温感动。一对欢喜冤家的感觉。吕途脏兮兮的傻小子形象简直就是彭昱畅本人！看到他就觉得很有少年的向上感！其实看到领证那段情节时候，很想说英子你居然背着daddy领证了！,4,16,2024/2/10,辽宁
momo,导演未来可欺,1,37,2024/2/10,福建
P_ar_ticle,"《肿瘤君》跟初中好朋友一起看的，
《小红花》跟大学好朋友一起看的，
《摇太阳》自己一个人看的。",4,14,2024/3/22,重庆
momo,那誰不演春哥了,1,7,2024/2/12,吉林
无心xwxw,好故事，好结局~,5,2,2024/2/12,天津
三岛,男主在交代其”脑组织缺少一块”之前是有罪的，导演在这期间选用的策略是通过男女主角之间的误解来营造刚开始的笑点，尤其是在“傻瓜男性侵犯女性”这一设定中具有“1+1＞2”的喜剧效果，但这是危险的，因为观众一旦在此阶段为角色定性，便不再“可爱”了。来到第一处“鸡汤范文”才给“男主“发作为”濒死之人“的”豁免卡“，而后便是在关系逐渐亲密时重复着这种模式——喜-悲-鸡汤。而导演诚然已经熟练这种叙事的运用，在调动观众观影情绪上很是显著，但最后的剧情处理与前面的有些矛盾点——男主角不想治病的理由仅仅因为自己害怕，而这种非道德制高点的处理再代入前面的“侵犯”行为便觉得无能接受了。片中与彩蛋的DV全片最佳，两者相互映衬——对方眼中的自己最美的摸样。,3,0,2024/3/9,北京
1先森,平直而又完整的一部电影，叙事中规中矩，情绪表达套路也工整，它四平八稳得更像是一部流水线作品，在努力动人却很难激起更大的涟漪。,3,1,2024/2/15,上海
書衣偵探華斯比,好好活着！😭😭😭,5,4,2024/3/24,上海
Nikitaa,应该在清明档上合适,4,2,2024/2/18,北京
來到夏天不然,健康是福,5,0,2024/4/19,福建
Caaater,绝症三部曲，这部电影很贴切真实，也很浪漫动人。电影选择从一种乐观、有希望的方向出发，去规避现实沉重的问题，我们需要这样的电影。吕途和凌敏他们的喜悦、悲伤，一切的情绪都可以联系到我们日常生活中！,4,0,2024/2/11,广东
一颗跳跳糖,一场不纯粹的相遇，却成就了最纯粹的爱情。纵使生活充满阴霾，我们也可以用意念摇醒太阳。,4,1,2024/4/4,北京
亚比煞,是真的很动人，好多年看电影没哭过的我，也在黑暗里偷偷掉了眼泪。也许是疫情以后自己也常生病，昨天还发着烧所以看这部电影特别能共情。如果你已经逼着自己在这冷酷的人间铁石心肠的走了很久，那它一定会在某一刻击破你的防御，让你想起一个人，一个你明知道真正爱你，却被已经你很久刻意不去想起的人。,5,6,2024/3/24,四川
阿楰,大过年的到底是谁喜欢看两个的癌症的穷鬼谈恋爱 怎么就那么喜欢拿苦难膈应人 一群根本不理解癌症病人的创作者高高在上给观众喂屎,1,24,2024/2/15,重庆
HarperDie,三星半。韩延对重疾患者这一群体的刻画，无论主角年龄几何，都已经有了高度统一的输出方式。那些疾病带来的苦痛影响与生活中的小美好，缠绕在一起，随时牵动着你心绪的高低错落。甚至在这样的方式下，温和一些的结局，反倒不如残忍更符合对情绪的宣泄。彭昱畅和李庚希是影片成立的重中之重，尤其是彭彭在情感表达和肢体塑造上，有着惊人的能量，好到令人咋舌。,3,10,2024/2/10,北京
孔府小鱼,高配版《送你一朵小红花》，虽说韩延拿绝症拍了这么多部，这部结构也菀菀类卿很像《小红花》，但是演员和剧本又比《小红花》强点儿。不过彭昱畅这个人设实在挺没头脑的。,3,6,2024/2/10,河北
Zelig,真诚永远是最好的武器，两位主演对病痛真实的呈现和演绎奠定了电影语境的说服力，进而让围绕着与病痛对抗的种种无奈、感动和幸福瞬间更能直抵人心。其实生活就是这样，两个人互相搀扶着与之对抗，即使遍体鳞伤，也要大声呐喊。,4,2,2024/3/31,广东
小A,今年第一部国内院线献给韩延导演了，值回票价。这样的片子被逼得撤档，然后现在这个票房，不是主创的问题。一个不能接受这样电影的观众群令人怜悯。前面三分之二是顶级水平，情节编排非常到位，拔高了原作。女主情绪变化非常准，如果都是剧本的指导，那么剧本非常高级，李庚希的表演非常到位，如果剧本没有提示，是她自己二创，那真是比前几部进步太大了，影后级演出，前途不可限量，徐静蕾眼睛挺毒的。彭昱畅角色台词稍微有点矫情，但是他一股傻劲念出来倒是增加了可信度。最后我个人不喜的是结尾过于光明，我更希望是面对几乎把他们击垮的力量他们还乐观地活下去，看了一下原作就是这样的知音体结尾，好奇韩延创作时有没有想过做改动，维持原作是否有档期考虑。,4,0,2024/4/18,海南
bravado,继续延续韩延的苦难叙事和自我感动，把每一场病痛想象成一个童话，把每一个不幸的人描摹得永远乐观永远伟大。所有阴暗真的都会消失吗，所有的太阳都会照常升起吗，所有不幸的人都会抱团取暖吗。所有的最终解都是爱吗？,2,14,2024/2/10,重庆
天气晴🌻,能不能别老搞这种做梦的东西 傻逼编剧,2,1,2024/4/2,辽宁
[未注销],已对韩延脱敏。（李庚希用力，彭昱畅努力，韩延没力）,3,1,2024/3/22,江苏
傻乐的猫,其实捐一个肾就够了不是非要死了不可的，但这不重要了，真的被韩导演狠狠鼓舞到了。不是感动，是鼓舞。,5,3,2024/3/27,广东
极圈里的燕鱼,韩延对于疾病的展现节奏精准有力道，开篇即有代入感，代入即有压迫力。医院比教堂见证了更多更真诚的誓言。每一种疾病、病痛的每一次具体表现都让人惊觉和揪心。但对于情感的递进表达就没那么细腻，高亚麟的演技简单而极富张力，徐帆的形象和表演也是令人心疼的生动，加上亲情戏篇幅不多还好。而两位主角间的情感变化就感觉缺少连贯度与冲击力。两小时的时长仍感觉没有铺展沉淀。彭昱畅形象上很舍得牺牲，但角色设定忽视了病人也是有尊严的。李庚希完全不再是清冷的少年感，甚至直接跨过成年和人妻身份演出了“孩子妈”的那种沧桑与疲惫。没想到从21年到24年两登银幕居然可以表演层次跨度这么大。同样是哭，水青是一个孩子担心随时会失去母亲那种惊恐，凌敏则是明明并不坚强却要独自一人面对扑面而来的各种挫折压力痛苦和委屈的崩溃与无力。,3,2,2024/3/23,辽宁
臻圣,像寒冬里的一束暖阳直射人心。再次感受伴侣间相扶相持的力量。韩延导演用其真挚细腻的镜头语言，记录下一对边缘人物的纯爱故事，从意外相遇到彼此依赖、互为救赎，他们共同走过常人难以想象的狂风暴雨，用乐观去迎接属于他们的第二次春天。,4,3,2024/3/24,北京
科林,【不高兴】导游踏上带领自己游历生命的“旅途”；【没头脑】摄影“灵敏”地拍下希望被唤醒的点滴。身后，太阳担纲神父主持；台下，小鸟和外星人济济一堂，共证婚礼。用美丽的袖花遮掩摧残的臂疤，象征爱情能治愈命运里的伤痛。几处快碎准的《谍影重重》式剪辑把众多细节一笔带过又丰富灵动，蜻蜓点水般驾轻就熟地触碰到感人的泪腺。完全素面朝天的两人，从眼神表情、肢体动作、乃至方言口音都奉献了典范且娱乐的演技。欢笑与抽泣，味如喜糖朱古力，苦涩也甜蜜。再来一瓶的好运，不如认识你的机缘，再丧的人生剧本也要选。生命三部曲最佳，奥利给！,5,17,2024/2/10,上海
已注萧,得益于男女主演不错的演技，我基本上从中间就开始哭，一直哭到结尾。但是电影不足的一点就是刻意煽情，特写人物面部哭戏的镜头太多了，不断的转场是为了在一个新的场地对话，不断的对话是为了推进新的哭戏镜头，重复使用催人哭泣，稍显疲惫。避开现实的黑暗面，不提细节，强调积极阳光的青年爱情，亦让电影止步这个台阶。,4,1,2024/2/15,湖北
coie,吕途的外星人执念莫名让人想起宇宙编辑俱乐部，怪可爱的。因为自己妈妈也是高血压高血糖导致的肾衰竭，现在也是一周两次透析在等肾源，看这片子就特别容易共情进去。有被感动到。,4,0,2024/4/11,上海
o0工藤波波0o,彭昱畅和李庚希贡献了非常出彩的演技，剧本虽然基底是灰暗的，但没有矫揉造作，没有无病呻吟，两位主人公的选择和所具备的勇气才是全片最催泪的地方。看前准备好纸巾，感觉至少两包打底。,4,3,2024/3/19,北京
小土,演员选的真好………高亚麟给彭彭递烟那一段看哭了。,4,1,2024/4/1,北京
metaphor17,我对韩延免疫了…,3,1,2024/2/11,辽宁
陈子淏,大过年的，太适合这种酣畅淋漓地情感宣泄了！“现实”故事的壳，喜剧情感的核。大哭之后的大笑，新一年的压抑情绪全都释放出来了！太阳摇没摇出来不重要！好心情是摇出来了！,4,12,2024/2/10,四川
unidolphie,要是辛爽能像韩延这么引导李庚希那感觉漫长的季节还能上一个台阶，观感比小红花好。,4,3,2024/3/22,北京
Elyarias,韩延“生命三部曲”最后一部，“人间喜事”电影，很动人，爱情和生命，情感和情绪张力的极限拉升，煽情地不低劣，生命临到尽头，爱可以怎样，在某种程度上，电影唤醒了我们对“爱情”的想象，那种坚固，胜利和希望，是可以存在的,4,1,2024/2/10,上海
木石子,横看成岭侧成峰。有人能在电影里看到自己的困境、看到我们的苦难。苦难不是艺术凭空造出来的，它一直都存在，只不过是程度不同而已。在以前，我大概是持第一种观点的那群人，但现在我有更多的思考。我甚至觉得我们的人生就是一场“摇太阳”的旅行，有点好笑，也很可怜，但我们不都在坚持吗？喜剧的内核是悲剧，但悲剧最后还是要让人看到希望，“摇太阳”做到了。,5,5,2024/2/11,山西
朱熠,2024年度最佳男主角彭昱畅。,4,10,2024/2/12,浙江
L.C.,虽然开始已经知道结局，过程却仍被两个“小朋友”演绎的生动多彩、有滋有味。看完有一种彭彭演技被低估、李庚希前途不可限量的感觉，也在观影过程中不时回想起《少年的你》，虽然这部在剧情上薄弱了些，本来可以很波澜壮阔的故事反而被表达的比较平，但是主角间的化学反应很惊喜。希望在病痛中的人们都能像电影里一样有人爱，有好的结局。,4,2,2024/2/10,北京
sTill-Life,可能是最近生病比较频繁，观影时竟全程带入了自己的感受。不得不说两位演员演得真好，强大的感染力触及到每一处细微的情绪，力道刚刚好，没有多余的幅度。生病是件孤独的事，如果一部影片能让孤独的人感到些许暖意，那它就算实现了存在的价值。,4,4,2024/3/23,上海
kakakarl,这一部感觉更偏爱情片一点，只不过是套上了疾病的外衣。看到一半心理作用下去上了个厕所，买了一包很咸的辣条也没吃了……可不能尿毒症了……,3,1,2024/3/22,湖南
Lily Chou-Chou,有别于「生命」前两部，结局是相对美好的，相对消解了一部分病痛上带给观众的心理折磨，爱情在两个人之间的生根发芽改变了他们对待生活的态度，也让他们重新看待生命。有了寄托和希望，活着多美好啊！韩延可以说是国内拍现实题材首屈一指的导演，他太懂怎么铺设剧情，把控节奏了，以至于整个过程看下来没有特别沉重，反而有种轻盈向上的感觉。,4,13,2024/3/22,天津
如意萬重,"不落俗套的剧情设计，笑中带泪真挚动人的情感，两个癌症患者病人勇敢求生意念不倒的精神令人赞叹。虽然是抗癌求生，本片的底色仍然是爱情，男女主角患病是让两人相识相爱的契机，也是求生的奇迹。韩延导演在《和你一起摇太阳》中并未见技巧和主题的突破，有点小可惜。故事讲述和镜头表演方面颇有可圈可点之处。

彭昱畅和李庚希两位的表演一定要特别夸奖，他们精准地把握住了情感的细微表现力，展现出非常真实病痛的折磨和压抑隐藏对亲人的愧疚，还包括对求生的渴望，对人生的无奈和对未来的期待。不怕扮丑，出丑也不惧苦累，演绎出一曲癌症病人的求生之歌。",5,7,2024/4/3,黑龙江
聂万利,"越来越喜欢电影刻画生活中的小角色了，那样更接近真实与生活。可能是三部曲的最后一部，所以给了个积极向上的结尾。
两个新生代演员演技都很精湛，配上张玮玮的民谣，整个心情的起伏波动被拿捏的恰好。
“我这辈子注定要谢谢惠顾了。”一句话泪目。很多煽情的片段很好哭，代入感很强。
“我叫凌敏，乐营，凌ling，凌敏。”
“好的，乐茵yin，林lin，林敏。”
最喜欢这句台词：
“每个人的剧本都是自己选的，只不过出生时，把剧情给忘记了。”
希望往后的生活，我们都能多一些再来一瓶，相信自己，加油，奥利给。",5,5,2024/3/28,浙江
pearrock,导演：最后彭彭的头确实挺像太阳的，然后导演又补了一句：不过…我们还是一起换档期吧,3,2,2024/2/15,河南
